workerid,workerid,seclang,gender,age,race,region,regionComments,speaker,sentence,content,intonation,verification,followupchoice,certainty,comment1
A2IZ9FXMOW9LVQ,no,,gen=2,age=3,eth=3,southeast,no,zio,S1UM,apple,LHL,use an apple corer,response=1,64,
A2IZ9FXMOW9LVQ,no,,gen=2,age=3,eth=3,southeast,no,kev,S1UM,home,LHL,stay home,response=1,37,
A2IZ9FXMOW9LVQ,no,,gen=2,age=3,eth=3,southeast,no,bec,S1UM,call,HLL,call your mom,response=2,68,
A2IZ9FXMOW9LVQ,no,,gen=2,age=3,eth=3,southeast,no,kev,filler,operation,until,only three people knew the truth until the operation was underway,response=1,62,
A2IZ9FXMOW9LVQ,no,,gen=2,age=3,eth=3,southeast,no,kev,S1UM,dog,HLL,take the dog for a walk,response=1,97,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,sara,filler,border,until,few people managed to leave until the country closed its border,response=2,61,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,bec,S1UM,dog,LHL,take the dog for a walk,response=1,91,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,bec,S1UM,call,LHL,call your mom,response=2,77,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,chr,S1UM,calm,LHL,Be calm,response=1,94,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,chr,S1UM,apple,HLL,use an apple corder,response=1,80,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,bec,S1UM,home,HLL,stay home,response=1,77,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,77,
APF1EAZT104LQ,,,gen=2,age=1,eth=3,phoenix,,chr,S1UM,right,HLL,go right,response=1,78,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,zio,S1UM,apple,HLL,use an apple core,response=2,33,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,kev,S1UM,home,HLL,stay home,response=1,84,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,zio,S1UM,right,HLL,go right,response=1,100,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,sara,filler,register,until,many students register for the class until the class requirements are posted,response=1,36,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,kev,S1UM,dog,LHL,take the dog for a walk,response=1,100,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,kev,S1UM,call,LHL,call your mom,response=2,70,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,zio,S1UM,calm,LHL,be calm,response=1,100,
A2E3TO92MCQ9XU,,,gen=2,age=2,eth=3,northeast,,kev,filler,border,before,few people manage to leave before the country closed its border,response=2,100,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,bec,S1UM,menu,HLL,read the menu,response=1,67,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,kev,filler,operation,until,Only 3 people knew the truth until the operation was underway.,response=1,25,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,sara,filler,conference,before,I managed to solicit money from many people before the company started,response=2,82,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,kev,S1UM,left,HLL,Turn left.,response=1,100,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,zio,S1UM,coffee,LHL,Put some creamer in your coffee.,response=2,77,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,chr,S1UM,email,HLL,Send her an email,response=1,62,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,zio,S1UM,cookie,LHL,Have a cookie,response=2,82,
A3E9BNN8PNHZZA,,,gen=2,age=1,eth=3,Illinois,,kev,S1UM,window,LHL,Open the window,response=2,83,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,chr,S1UM,apple,HLL,use a apple cutter,response=2,70,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,bec,S1UM,call,LHL,call your mom,response=2,97,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,bec,S1UM,home,HLL,stay home,response=2,97,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,chr,S1UM,right,HLL,go right,response=1,100,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,sara,filler,border,until,seasonal management of the country courses,response=2,58,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,chr,S1UM,calm,LHL,be calm,response=1,100,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,bec,S1UM,dog,LHL,take the dog for a walk,response=1,100,
A2YB18JHC2C7GF,none,,gen=1,age=5,eth=3,PA,none,chr,filler,register,before,many students registered for the classes before the classes were posted,response=1,100,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,bec,S1UM,menu,HLL,Read the menu,response=1,100,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=2,79,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,kev,S1UM,left,HLL,Turn left,response=1,100,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,kev,filler,operation,until,Only three people knew the truth before the operation was underway,response=1,75,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,kev,S1UM,window,LHL,Open the window,response=1,100,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,chr,S1UM,email,HLL,Send her an e-mail,response=1,100,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,zio,S1UM,cookie,LHL,Have a cookie.,response=1,100,
A19HJYEECTB27Y,,,gen=2,age=2,eth=3,South Carolina,,zio,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,100,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,sara,filler,border,until,a few people left before it closed its border,response=2,82,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,88,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,bec,S1UM,window,HLL,open the window,response=2,50,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,bec,S1UM,menu,LHL,read the menu,response=2,79,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,bec,S1UM,left,LHL,turn left,response=1,87,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,chr,filler,register,before,many students registered for the class before the requirements were posted,response=2,82,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,chr,S1UM,cookie,HLL,have a cookie,response=1,77,
A1Y508FNU04ZLH,no,,gen=1,age=3,eth=3,texas,no,chr,S1UM,email,LHL,send her an email,response=1,87,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",chr,S1UM,coffee,HLL,Put some creamer in your coffee.,response=1,91,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",chr,S1UM,cookie,HLL,Have a cookie.,response=1,90,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",chr,S1UM,email,LHL,Sent her an email.,response=1,50,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",bec,S1UM,window,HLL,Open the window.,response=1,83,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",sara,filler,border,until,Few people managed to leave until the country closed its border.,response=1,88,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,91,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",bec,S1UM,left,LHL,Turn left,response=1,96,
A1I1Z5HLH9T9UX,"	",,gen=2,age=2,eth=1,Norfolk Virginia,"	",bec,S1UM,menu,LHL,Read the menu.,response=2,92,
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=2,75,I think both follow ups work but I lean toward few afterwards strictly because the speaker doesn't sound happy.
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,bec,S1UM,left,HLL,turn left,response=1,100,
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,chr,S1UM,cookie,LHL,Have a cookie,response=2,90,It sounds like the first of two options from his tone.
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,zio,S1UM,email,HLL,Send her an email.,response=1,100,
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,sara,filler,operation,before,Only three people knew the truth before the operation was underway,response=2,50,Could go either way
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,kev,S1UM,menu,HLL,Read the menu.,response=1,80,It sounds like an assertion not just the first of two options.
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,chr,S1UM,coffee,LHL,Put some creamer in your coffee.,response=2,80,Sounds like the first of two options.
ALI92G1065WRG,fun study!,,gen=2,age=2,eth=3,Pennsylvania,fun study!,bec,S1UM,window,LHL,Open the window.,response=2,100,Sounds like the first of two options.
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,kev,filler,border,before,Few people manage to leave before the country closed it border,response=1,89,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,kev,S1UM,home,HLL,Stay Home!,response=2,67,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,zio,S1UM,right,HLL,Go Right...,response=1,93,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,kev,S1UM,dog,LHL,Take the dog for a walk,response=2,26,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,kev,S1UM,call,LHL,Call your mom ,response=1,64,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,zio,S1UM,calm,LHL,Be Caaalm,response=1,97,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,zio,S1UM,apple,HLL,Use an apple corer ,response=1,90,
A1BQ1F9I0ZDVY9,,,gen=2,age=1,eth=1,2126,,sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,40,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,bec,S1UM,call,LHL,call your mom,response=2,70,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,58,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,chr,S1UM,right,HLL,go right,response=1,70,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,chr,S1UM,apple,HLL,use and apple corer,response=1,63,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,chr,S1UM,calm,LHL,be calm,response=1,69,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,bec,S1UM,home,HLL,stay home,response=1,70,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,bec,S1UM,dog,LHL,take the dog for a walk,response=1,73,
A273EH17NSJRH0,,,gen=1,age=1,eth=3,NY,,sara,filler,border,until,few people managed to leave until the country closed it's border,response=2,63,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,zio,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,79,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,chr,S1UM,email,HLL,Send her an email,response=1,42,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,kev,filler,operation,until,Only three people knew the truth until the operation was underway,response=1,89,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,zio,S1UM,cookie,LHL,Have a cookie,response=2,78,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,kev,S1UM,window,LHL,Open the window,response=1,40,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,kev,S1UM,left,HLL,Turn left,response=1,82,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,bec,S1UM,menu,HLL,Read the menu,response=2,40,
A11BACV6DY5S8M,No,,gen=1,age=2,eth=3,Midwest,No,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=1,54,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",kev,S1UM,left,HLL,Turn left,response=1,100,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",kev,filler,operation,until,Only 3 people knew the truth until the operation was underway.,response=1,100,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",zio,S1UM,cookie,LHL,Have a cookie.,response=1,100,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",sara,filler,conference,before,I managed to solicit money from many people before the conference started.,response=2,70,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",chr,S1UM,email,HLL,Send her an email.,response=1,70,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",kev,S1UM,window,LHL,Open the window.,response=1,54,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",zio,S1UM,coffee,LHL,Put some creamer in your coffee.,response=1,65,
A1AUBV4SO8NZLS,"	",,gen=2,age=5,eth=3,SouthEast,"	",bec,S1UM,menu,HLL,Read the menu.,response=1,64,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,bec,S1UM,call,LHL,Call your mom,response=2,100,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,chr,S1UM,apple,HLL,Use an applecore? ,response=2,0,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,sara,filler,border,until,few people managed to leave until the country closed its border,response=2,80,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,chr,S1UM,calm,LHL,Be calm,response=1,81,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,chr,S1UM,right,HLL,Go right,response=1,85,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,bec,S1UM,dog,LHL,Take the dog for a walk,response=1,90,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,chr,filler,register,before,Many students registered for the class before the class requirements were posetd,response=2,30,
A3BXN82OU9E4RW,,,gen=2,age=2,eth=3,Texas,,bec,S1UM,home,HLL,stay home,response=1,60,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,kev,S1UM,call,HLL,Call your mom,response=2,99,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,zio,S1UM,calm,HLL,Be calm,response=1,100,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,bec,S1UM,home,LHL,Stay home,response=2,100,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=1,52,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,bec,S1UM,dog,HLL,Take the dog for a walk,response=1,98,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,chr,S1UM,apple,LHL,Use an apple corer,response=2,88,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,chr,S1UM,right,LHL,Go right,response=1,81,
A398DYVL7GCCYU,,,gen=1,age=2,eth=4,California,,sara,filler,operation,before,Only three people knew the truth before the operation was underway,response=1,80,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,kev,S1UM,window,HLL,Open the window.,response=2,62,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,zio,S1UM,coffee,HLL,Put some creamer in your coffee.,response=1,85,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,sara,filler,register,until,Many students register for the class until the class requirements are posted.,response=1,59,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,zio,S1UM,email,LHL,Send her an email.,response=2,75,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,kev,filler,border,before,Few people managed to leave before the country closed its border.,response=2,70,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,zio,S1UM,cookie,HLL,Have a cookie.,response=1,70,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,kev,S1UM,left,LHL,Turn left.,response=1,85,
A2WQTNO91C05GC,,,gen=2,age=1,eth=3,South,,kev,S1UM,menu,LHL,Read the menu.,response=2,79,
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,chr,filler,conference,until,I managed to solicit money from many people until the conference started ,response=1,86,No
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,kev,S1UM,menu,HLL,Read the menu ,response=1,96,No
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,sara,filler,operation,before,Almost all people know the truth before the operation is over right,response=2,27,Hope I was on point with this one still
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,chr,S1UM,cookie,LHL,Have a cookie,response=2,79,No
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,bec,S1UM,window,LHL,Open the window,response=2,90,No
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,zio,S1UM,email,HLL,Send her an email,response=1,94,No
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,bec,S1UM,left,HLL,Turn left,response=1,98,No
A1V2P0JYPD7GM6,No,,gen=1,age=2,eth=3,Oklahoma,No,chr,S1UM,coffee,LHL,Put some cream in your coffee,response=2,76,No
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,100,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,bec,S1UM,left,LHL,turn left,response=1,100,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=1,100,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,chr,S1UM,email,LHL,sent her an emal,response=1,99,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,chr,S1UM,cookie,HLL,have a cookie,response=1,100,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,bec,S1UM,menu,LHL,read the menu,response=1,99,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,sara,filler,border,until,few people managed to leave before the country closed its border,response=2,100,
A1MGXQW1EEKE20,,,gen=1,age=3,eth=4,florida,,bec,S1UM,window,HLL,open the window,response=1,100,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,kev,S1UM,left,LHL,Turn Left,response=1,97,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,sara,filler,register,until,many students register for the class until the class requirements are posted,response=2,50,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,zio,S1UM,coffee,HLL,put some creamer in your coffee,response=1,90,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,kev,filler,border,before,few people managed to leave before the country closed its border,response=2,50,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,kev,S1UM,menu,LHL,read the menu,response=1,97,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,kev,S1UM,window,HLL,open the window,response=1,95,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,zio,S1UM,cookie,HLL,have a cookie,response=1,90,
A2MXD0EWXCZEYJ,,,gen=1,age=2,eth=2,Bay Area California,,zio,S1UM,email,LHL,send her an email,response=1,95,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,zio,S1UM,calm,LHL,Be calm,response=1,68,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,zio,S1UM,right,HLL,go right,response=1,80,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,67,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,zio,S1UM,apple,HLL,use an apple core,response=2,36,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,97,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,kev,S1UM,dog,LHL,take the dog for a walk,response=1,87,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,kev,S1UM,call,LHL,call your mom,response=2,68,
AENW59KVMCT66,,,gen=2,age=1,eth=3,tennessee,,kev,S1UM,home,HLL,stay home,response=1,97,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,bec,S1UM,menu,HLL,Read the menu. ,response=1,100,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,kev,S1UM,left,HLL,Turn Left.,response=1,100,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,zio,S1UM,coffee,LHL,Put some creamer in your coffee. ,response=1,100,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,zio,S1UM,cookie,LHL,Have a cookie. ,response=1,100,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,sara,filler,conference,before,I managed to solicit money from many people before the conference started. ,response=1,50,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,kev,S1UM,window,LHL,Open the window. ,response=1,100,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,chr,S1UM,email,HLL,Send her an email. ,response=1,100,
ARZ0X6L82FOQY,,,gen=2,age=2,eth=1,Las Vegas NV,,kev,filler,operation,until,Only three people knew the truth until the operation was underway. ,response=1,50,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,53,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",kev,S1UM,menu,LHL,Read the menu,response=2,68,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,80,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",zio,S1UM,cookie,HLL,Have a cookie,response=1,58,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",zio,S1UM,coffee,HLL,Put some creamer in your coffee ,response=1,67,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",kev,S1UM,window,HLL,Open the window,response=1,50,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",zio,S1UM,email,LHL,Send her an email,response=1,30,
AX4COK9AJ0VTR,"N/A	",,gen=2,age=1,eth=3,Northeast,"N/A	",kev,S1UM,left,LHL,Turn left,response=1,61,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,kev,S1UM,call,LHL, Call your mom,response=2,80,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,zio,S1UM,right,HLL,Go right,response=2,99,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,zio,S1UM,apple,HLL,Use an apple corer,response=2,97,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,kev,S1UM,dog,LHL,Take the dog for a walk,response=1,99,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,kev,S1UM,home,HLL,Stay home ,response=1,60,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,sara,filler,register,until,Many students register for the class until the class requirements are posted.,response=2,65,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,zio,S1UM,calm,LHL,Be calm,response=1,98,
AXP8EG22MPZY8,No,,gen=2,age=2,eth=3,South,No,kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,98,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",bec,S1UM,menu,LHL,Read the Menu,response=2,100,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",chr,S1UM,email,LHL,Sent her an Email,response=2,75,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",chr,filler,register,before,Many Students Registered for the class before the class requirement we posted,response=1,0,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",bec,S1UM,left,LHL,Turn Left,response=2,75,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",chr,S1UM,cookie,HLL,Have a Cookie !,response=2,69,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",chr,S1UM,coffee,HLL,Put some Cremer in your coffee,response=1,5,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",bec,S1UM,window,HLL,Open the Window,response=2,81,
A1EP1BT7SH6S1C,"Good One	",,gen=2,age=2,eth=3,CT,"Good One	",sara,filler,border,until,People managed to leave until the country closed its border,response=2,6,
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",chr,S1UM,cookie,HLL,have a cookie,response=1,46,no
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",chr,filler,register,before,many students registered from the class before the requirements were posted,response=1,41,dumb
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",bec,S1UM,menu,LHL,read the menu,response=1,65,stupid
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",chr,S1UM,email,LHL,send her an email,response=1,58,dumb
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",sara,filler,border,until,few people managed to leave before the country closed its border,response=2,67,dumb
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",bec,S1UM,window,HLL,open the window,response=1,63,dumb
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,64,dumb
A7KLTVEIASF4J,"no	",,gen=2,age=1,eth=3,USA,"no	",bec,S1UM,left,LHL,turn left,response=1,61,dumb
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",zio,S1UM,cookie,HLL,have a cookie,response=2,13,no
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",kev,S1UM,menu,LHL,read the menu,response=1,79,no
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",sara,filler,register,until,many students registered for the class until the class requirements were posted,response=2,70,
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",kev,S1UM,window,HLL,open the window,response=1,73,
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",kev,S1UM,left,LHL,turn left,response=1,100,
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",zio,S1UM,email,LHL,send her an email,response=1,100,
A1HCTAULAAOC8A,"No	",,gen=2,age=2,eth=3,Ohio,"No	",kev,filler,border,before,few people managed to leave before the country managed to close its border,response=2,10,
