workerid,workerid,seclang,gender,age,race,region,regionComments,speaker,sentence,content,intonation,verification,followupchoice,certainty,comment1
A1IUH9D7N69VS,,,gen=2,age=2,eth=4,Florida,,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=2,74,
A1IUH9D7N69VS,,,gen=2,age=2,eth=4,Florida,,chr,S1UM,email,HLL,Send her an email,response=1,82,
A1IUH9D7N69VS,,,gen=2,age=2,eth=4,Florida,,bec,S1UM,menu,HLL,Read the menu,response=1,80,
A1IUH9D7N69VS,,,gen=2,age=2,eth=4,Florida,,zio,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,92,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,chr,S1UM,calm,HLL,Be calm,response=1,100,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,bec,S1UM,call,HLL,Call your mom,response=1,100,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,kev,S1UM,home,LHL,Stay home,response=2,100,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,zio,S1UM,apple,LHL,Use an apple corer,response=2,53,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=2,51,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,kev,filler,operation,until,Only three people knew the truth until the operation was under way,response=1,100,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,zio,S1UM,right,LHL,Go right,response=1,100,
A3HFFCEJ22YZFV,,,gen=1,age=2,eth=3,NJ,,kev,S1UM,dog,HLL,Take the dog for a walk,response=1,100,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,zio,S1UM,apple,LHL,Use an apple cord.,response=1,0,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,kev,S1UM,home,LHL,Stay home.,response=1,100,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,kev,filler,operation,until,Only three people knew the truth until the operation was underway.,response=1,82,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,sara,filler,conference,before,I managed to solicit money from many people before the conference started.,response=2,50,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,chr,S1UM,calm,HLL,Be calm.,response=1,100,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,zio,S1UM,right,LHL,Go right.,response=1,100,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,bec,S1UM,call,HLL,Call your mom.,response=1,100,
A13WFFPE9L1QAB,The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,,gen=2,age=1,eth=4,North East (Connecticut),The first one i couldn't hear the words coming out her mouth properly. i was wearing earbuds and had trouble understanding what she was saying.,kev,S1UM,dog,HLL,Take the dog for a walk.,response=1,100,
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,kev,S1UM,menu,LHL,Read the menu.,response=1,81,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,kev,S1UM,window,HLL,Open the window.,response=1,82,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,sara,filler,register,until,Many students registered for the class until the class requirements were posted.,response=2,100,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,kev,S1UM,left,LHL,Turn left.,response=1,100,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,zio,S1UM,coffee,HLL,Put some creamer in your coffee.,response=1,100,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,kev,filler,border,before,Few people managed to leave before the country closed its border.,response=2,78,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,zio,S1UM,cookie,HLL,Have a cookie.,response=1,89,No
A2AS2Z9P0VV2NP,No,,gen=1,age=2,eth=3,South,No,zio,S1UM,email,LHL,Send her an email.,response=1,100,No
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",chr,S1UM,email,LHL,send her an email ,response=1,81,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",chr,S1UM,coffee,HLL,put some creamer in your coffee ,response=1,100,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",chr,filler,register,before,many students registered for the class before the class requirements were posted ,response=2,100,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",bec,S1UM,window,HLL,open the window,response=1,83,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",bec,S1UM,menu,LHL,read the menu,response=1,93,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",chr,S1UM,cookie,HLL,have a cookie ,response=1,87,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",sara,filler,border,until,few people managed to leave before the country closed it boreder,response=2,88,
A2JP9IKRHNLRPI,"	",,gen=2,age=1,eth=3,chicago,"	",bec,S1UM,left,LHL,turn left,response=1,100,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,chr,filler,conference,until,I managed to solicit money from many people until the conference started.,response=1,77,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,chr,S1UM,apple,LHL,Use an apple core,response=1,56,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,bec,S1UM,dog,HLL,Take the dog for a walk.,response=1,100,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,kev,S1UM,call,HLL,Call your mom.,response=2,61,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,sara,filler,operation,before,Only three people knew the truth before the operation was underway.,response=2,59,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,zio,S1UM,calm,HLL,Be calm.,response=1,91,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,chr,S1UM,right,LHL,Go right.,response=1,94,
A89R5XGMHOTJE,,,gen=1,age=1,eth=2,West ,,bec,S1UM,home,LHL,Stay home.,response=1,73,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,sara,filler,conference,before,I managed to solicit money from people before the conference started,response=2,61,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,chr,S1UM,email,HLL,send her an email,response=1,36,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,kev,S1UM,window,LHL,open the window,response=2,77,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,bec,S1UM,menu,HLL,read the menu,response=1,60,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,kev,S1UM,left,HLL,turn left,response=1,31,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,kev,filler,operation,until,only 3 people new the truth until the operation was underway,response=2,40,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,zio,S1UM,cookie,LHL,have a cookie,response=2,66,
A1L7HBN26OBAAA,,,gen=1,age=3,eth=3,California,,zio,S1UM,coffee,LHL,put some creamer in your coffee,response=1,35,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,chr,filler,conference,until,I manage to colisid money from many people from the conference started.,response=1,86,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,sara,filler,operation,before,Only three people knew the truth before the operation was underway.,response=2,66,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,kev,S1UM,menu,HLL,Read the menu,response=2,75,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,bec,S1UM,window,LHL,Open the window,response=1,100,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,chr,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,91,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,zio,S1UM,email,HLL,Send her an email,response=1,68,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,bec,S1UM,left,HLL,Turn left,response=1,100,
A30CGO77OY7WP0,Had fun doing this task. Hip-Hip Hooray!,,gen=2,age=2,eth=3,Middle Atlantic,Had fun doing this task. Hip-Hip Hooray!,chr,S1UM,cookie,LHL,Have a cookie,response=2,60,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,kev,S1UM,home,LHL,stay home,response=2,72,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,zio,S1UM,right,LHL,go right,response=2,64,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,bec,S1UM,call,HLL,call your mom,response=2,80,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,zio,S1UM,apple,LHL,here's an apple core,response=1,40,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,chr,S1UM,calm,HLL,become,response=1,69, 
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,kev,filler,operation,until,Only three people knew the truth until the operation was underway,response=1,77,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,sara,filler,conference,before,and then it had money before the company started,response=2,36,
A87D3K9YVKTQ7,None,,gen=1,age=2,eth=3,Ohio,None,kev,S1UM,dog,HLL,take the do for a walk,response=1,81,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,bec,S1UM,window,HLL,Open the window,response=1,100,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,bec,S1UM,menu,LHL,Read the menu,response=1,100,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,chr,S1UM,email,LHL,Sent her an email,response=1,76,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,36,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,chr,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,100,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,bec,S1UM,left,LHL,Turn left,response=1,100,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,sara,filler,border,until,Few people managed to leave until the country closed it's border,response=2,100,
A6EJ7EU0KMGPL,,,gen=2,age=2,eth=3,Indiana,,chr,S1UM,cookie,HLL,Have a cookie,response=1,100,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,zio,S1UM,coffee,HLL,Put some creamer in your coffee. ,response=1,60,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,zio,S1UM,email,LHL,Send her an email...,response=2,40,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,zio,S1UM,cookie,HLL,Have a cookie.,response=1,70,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,kev,S1UM,left,LHL,Turn left...,response=1,40,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,kev,filler,border,before,Few people managed to leave before the country closed its border,response=1,60,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,kev,S1UM,menu,LHL,Read the menu...,response=2,60,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,kev,S1UM,window,HLL,Open the window.,response=1,70,
AQM940W1VBAG6,None,,gen=2,age=2,eth=3,Pittsburgh Pennsylvania,None,sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,60,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,sara,filler,border,until,few people managed to leave before the country closed it's border,response=2,71,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,bec,S1UM,call,LHL,Call you mom,response=2,76,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,chr,S1UM,right,HLL,go right,response=1,68,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,bec,S1UM,dog,LHL,take the dog for a walk,response=2,83,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,chr,filler,register,before,Many of the students registered for the class before the class requirements were posted,response=2,84,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,chr,S1UM,calm,LHL,be calm,response=1,42,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,bec,S1UM,home,HLL,stay home,response=2,71,
A1DUPOUC9RNU4L,,,gen=1,age=4,eth=3,south,,chr,S1UM,apple,HLL,use an apple corer,response=1,67,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,zio,S1UM,apple,HLL,Use an apple corer.,response=1,68,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,kev,S1UM,call,LHL,Call your mom.,response=2,43,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,kev,S1UM,dog,LHL,Take the dog for a walk. ,response=1,100,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,zio,S1UM,calm,LHL,Be calm. ,response=1,100,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,kev,S1UM,home,HLL,Stay home. ,response=1,100,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,zio,S1UM,right,HLL,Go right. ,response=1,100,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,kev,filler,border,before,Few people managed to leave before the country closed its border.,response=2,100,
A2UIHZZ6SMZ05M,,,gen=2,age=1,eth=3,Ohio/Midwest,,sara,filler,register,until,Many students registered for the class until the class requirements were posted.,response=2,100,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,sara,filler,border,until,few people manged to leave until the country closed it's border,response=2,100,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,bec,S1UM,menu,LHL,read the menu,response=2,100,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,43,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,chr,S1UM,email,LHL,send her an email,response=2,100,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,chr,S1UM,cookie,HLL,have a cookie,response=1,0,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,64,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,bec,S1UM,left,LHL,turn left,response=2,66,
A3OE7882P03XR4,no,,gen=2,age=2,eth=3,northeast,no,bec,S1UM,window,HLL,open the window,response=1,33,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,chr,S1UM,email,HLL,Send her an email,response=1,41,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,kev,filler,operation,until,Only three people knew the truth until the operation was underway,response=1,100,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,kev,S1UM,left,HLL,Turn Left,response=1,100,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,kev,S1UM,window,LHL,Open the window,response=1,100,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,bec,S1UM,menu,HLL,Read the menu ,response=1,100,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,zio,S1UM,cookie,LHL,Have a cookie,response=1,100,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,sara,filler,conference,before,I managed to solicit money from many people before the company started,response=2,100,
A3O81QV75N12ZB,,,gen=2,age=1,eth=2,Atlanta,,zio,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,100,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,sara,filler,register,until,Many students registered for the class until the class requirements are posted,response=2,70,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,zio,S1UM,right,HLL,Go right,response=1,70,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,zio,S1UM,calm,LHL,Be calm,response=1,80,they sound uplifting and I dont think they would say be worried after that piece.
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,zio,S1UM,apple,HLL,Use an apple corer,response=1,100,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,kev,filler,border,before,few people managed to leave before the country closed its border,response=2,70,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,kev,S1UM,call,LHL,Call your mom,response=1,75,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,kev,S1UM,home,HLL,Stay home,response=2,80,
A195R8LWDEDB6K,nope,,gen=2,age=2,eth=3,Minnesota,nope,kev,S1UM,dog,LHL,Take the dog for a walk,response=1,80,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,kev,S1UM,dog,LHL,take the dog for a walk,response=1,74,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,zio,S1UM,calm,LHL,be calm,response=1,65,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,zio,S1UM,right,HLL,go right,response=1,85,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,kev,S1UM,home,HLL,stay home,response=1,85,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,sara,filler,register,until,many students register for the class until the class requirements are posted,response=2,78,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,kev,filler,border,before,few people managed to leave before the country closed its border,response=2,41,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,zio,S1UM,apple,HLL,use an apple corer,response=1,92,
A1KRO0JWU6LT0I,,,gen=1,age=2,eth=3,NE,,kev,S1UM,call,LHL,call your mom,response=2,42,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,chr,S1UM,coffee,LHL,put some creamer in your coffee,response=1,100,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,chr,filler,conference,until,I managed to solicit money from people until the conference started,response=2,74,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,bec,S1UM,window,LHL,open the window,response=2,66,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,zio,S1UM,email,HLL,send her an email,response=1,100,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,bec,S1UM,left,HLL,turn left ,response=1,100,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,kev,S1UM,menu,HLL,read the menu,response=1,100,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,sara,filler,operation,before,only 3 people knew the truth before the operation was underway,response=1,61,
A3PFJ6NJJQJDP3,,,gen=2,age=2,eth=2,Southern California,,chr,S1UM,cookie,LHL,have a cookie,response=2,86,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,chr,S1UM,apple,LHL,use an apple corer,response=2,100,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,bec,S1UM,home,LHL,Stay home,response=1,100,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,chr,S1UM,right,LHL,Go right,response=1,99,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,zio,S1UM,calm,HLL,Be calm,response=1,100,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,sara,filler,operation,before,Only three people knew the truth before the operations was underway,response=1,99,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,bec,S1UM,dog,HLL,Take the dog for a walk,response=1,99,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,kev,S1UM,call,HLL,Call your mom,response=1,76,
ANT979UZZF7N0,,,gen=1,age=5,eth=3,Mountain West,,chr,filler,conference,until,I managed to solicit money from many people until the conference starte,response=2,59,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,chr,S1UM,cookie,HLL,have a cookie,response=2,6,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,bec,S1UM,left,LHL,turn left,response=1,61,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,chr,filler,register,before,many  students registered for the class before the class requirements weres posted,response=2,19,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,bec,S1UM,window,HLL,open the window,response=1,37,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,bec,S1UM,menu,LHL,read the menu,response=1,23,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,chr,S1UM,email,LHL,send her an email,response=1,78,
A9ZCY6FLUCIU1,,,gen=1,age=3,eth=3,north east -new york,,sara,filler,border,until,few people managed to leave until the country closed its border,response=2,52,
