workerid,gender,age,race,region,regionComments,speaker,sentence,content,intonation,etype,verification,followupchoice,certainty,comment1
A3GK90X2QOFR53,gen=2,age=2,eth=4,Northeast,"	",bec,S1UM,potato,LHL,EI,use a potato peeler,response=1,69,
A3GK90X2QOFR53,gen=2,age=2,eth=4,Northeast,"	",kev,S1UM,call,HLL,EI,call your mom,response=1,63,
A3GK90X2QOFR53,gen=2,age=2,eth=4,Northeast,"	",zio,filler,bring,npipnq,wk,didn't manny bring anything at all,response=1,66,
A3GK90X2QOFR53,gen=2,age=2,eth=4,Northeast,"	",kev,filler,help,pnq,str,didn't maria help,response=2,43,
A3GK90X2QOFR53,gen=2,age=2,eth=4,Northeast,"	",kev,S1UM,home,LHL,ED,stay home,response=2,35,
A3GK90X2QOFR53,gen=2,age=2,eth=4,Northeast,"	",zio,S1UM,email,HLL,ED,send her an email,response=1,76,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=1,19,thanks
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",bec,S1UM,window,HLL,ED,Open the window!,response=1,13,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",kev,S1UM,left,LHL,EI,Turn left!,response=1,56,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",kev,S1UM,menu,LHL,ED,Read the menu.,response=1,50,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",bec,S1UM,lemonade,HLL,ED,Have a lemonade.,response=1,44,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",zio,filler,bring,npiq,str,Did Manny bring anything at all?,response=2,37,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",zio,S1UM,coffee,HLL,EI,Put some creamer in your coffee.,response=1,36,
A15VRRHQCLJHC8,gen=1,age=3,eth=3,Boston,"Thanks	",chr,S1UM,calm,LHL,EI,Be calm.,response=1,35,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",kev,filler,help,npipnq,str,Didn't Maria lift a finger to help?,response=2,70,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",kev,S1UM,left,HLL,ED,Turn left.,response=1,24,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",zio,filler,bring,pnq,wk,Didn't Manny bring something?,response=1,66,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",chr,S1UM,calm,HLL,EI,Be calm.,response=1,25,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",kev,S1UM,menu,HLL,ED,Read the menu.,response=1,23,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",bec,S1UM,lemonade,LHL,EI,Have a lemonade.,response=2,61,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",zio,S1UM,coffee,LHL,ED,Put some creamer in your coffee.,response=1,18,
A28ZPY6D5AS7GZ,gen=2,age=3,eth=3,Georgia,"	",bec,S1UM,window,LHL,EI,Open the window.,response=1,21,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",kev,filler,help,npipnq,wk,Didn't Maria left a finger to help?,response=1,86,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",bec,S1UM,lemonade,HLL,EI,Have a lemonade!,response=1,55,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",chr,S1UM,calm,LHL,ED,Be calm,response=1,83,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",kev,S1UM,left,LHL,ED,Turn left,response=1,85,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",zio,filler,bring,pnq,str,Didn't Manny bring something?,response=2,88,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",kev,S1UM,menu,LHL,EI,read the menu,response=1,88,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",zio,S1UM,coffee,HLL,ED,Put some creamer in your coffee,response=1,83,
A1JDE05XZK1E33,gen=1,age=2,eth=3,North Carolina,"no	",bec,S1UM,window,HLL,EI,open the window,response=1,65,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",chr,S1UM,calm,LHL,EI,be calm,response=1,71,I have to download everything to hear it
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=2,93,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",bec,S1UM,lemonade,HLL,ED,Have a lemonade.,response=1,26,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",bec,S1UM,window,HLL,ED,Open the window.,response=1,100,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",kev,S1UM,left,LHL,EI,Turn left.,response=1,94,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",kev,S1UM,menu,LHL,ED,read the menu.,response=1,86,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",zio,S1UM,coffee,HLL,EI,Put some creamer in your coffee.,response=1,53,
A3E4TBBYCJYZQD,gen=1,age=3,eth=3,Midwest,"no	",zio,filler,bring,npiq,str,Did Manny bring anything at all?,response=2,26,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",zio,S1UM,email,HLL,EI,send her an email,response=1,2,no
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",zio,S1UM,right,LHL,EI,go right,response=1,80,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",kev,S1UM,call,HLL,ED,call your mom,response=2,33,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",bec,S1UM,potato,LHL,ED,use a potato peeler,response=1,82,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",kev,filler,help,npiq,str,can maria lift a finger to help,response=2,60,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",zio,filler,bring,npipnq,wk,didnt manny bring anything at all,response=1,75,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",kev,S1UM,home,LHL,EI,stay home,response=1,34,
A167SYXGXFU7C8,gen=1,age=5,eth=3,northern CA,"	",kev,S1UM,dog,HLL,ED,take the dog for a walk,response=1,87,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",kev,S1UM,call,LHL,EI,Call your mom,response=1,54,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",kev,filler,help,npiq,wk,Did Maria lift a finger to help?,response=1,52,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",bec,S1UM,potato,HLL,ED,Use a potato peeler,response=1,100,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",kev,S1UM,dog,LHL,ED,Take the dog for a walk,response=1,61,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",zio,S1UM,email,LHL,ED,send her an email ,response=2,64,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",zio,filler,bring,npipnq,str,Didn't Manny bring anything at all,response=2,68,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",zio,S1UM,right,HLL,EI,Go right,response=1,69,
A1FS8SBR4SDWYG,gen=1,age=2,eth=3,Ohio,"	",kev,S1UM,home,HLL,EI,Stay home,response=1,57,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",zio,S1UM,email,HLL,EI,Send her an email,response=1,61,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",kev,S1UM,dog,HLL,ED,Take the dog for a walk,response=1,35,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",bec,S1UM,potato,LHL,ED,Use a potato peeler,response=1,32,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",kev,S1UM,call,HLL,ED,Call your mom,response=1,59,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",zio,filler,bring,npipnq,wk,Didn't Manny bring anythin at all,response=1,62,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",kev,filler,help,npiq,str,Can Maria lift a finger to help,response=2,78,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",kev,S1UM,home,LHL,EI,Stay home,response=2,36,
A63U6I4JM5APR,gen=1,age=1,eth=3,South,"No	",zio,S1UM,right,LHL,EI,Go right,response=1,60,
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",kev,S1UM,call,LHL,EI,call your mom,response=1,70,none so far
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",zio,S1UM,right,HLL,EI,go right,response=1,80,None thank you
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",bec,S1UM,potato,HLL,ED,use a potato peeler,response=1,95,none thank you
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",kev,filler,help,npiq,wk,did Maria lift a finger to help?,response=1,75,none thank you
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",zio,S1UM,email,LHL,ED,send her an email,response=1,90,none thank you for asking
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",zio,filler,bring,npipnq,str,didn't Manny bring anything at all?,response=2,85,Manny I think.
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",kev,S1UM,home,HLL,EI,stay home,response=2,60,sounded more hurt than someone telling a child to go do homework so am going with perhaps a fight.
A37QFZ8I1TGH2C,gen=1,age=5,eth=3,Midwest,"none	",kev,S1UM,dog,LHL,ED,take the dog for a walk.,response=1,90,none thank you for asking.
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",zio,S1UM,coffee,LHL,ED,Put some creamer in your coffee. ,response=1,100,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",kev,S1UM,left,HLL,ED,Turn left. ,response=1,100,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",kev,S1UM,menu,HLL,ED,Read the menu. ,response=1,100,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",chr,S1UM,calm,HLL,EI,Be calm. ,response=1,100,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",bec,S1UM,window,LHL,EI,Open the window. ,response=1,100,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",zio,filler,bring,pnq,wk,Didn't Manny bring something? ,response=1,100,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",kev,filler,help,npipnq,str,Didn't Maria lift a finger to help? ,response=2,75,
A248TO3PTV0K5P,gen=1,age=2,eth=4,New York,"nice survey 	",bec,S1UM,lemonade,LHL,EI,Have a lemonade ,response=2,49,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",zio,filler,bring,pnq,str,Didn't Manny bring something?,response=2,56,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",zio,S1UM,coffee,HLL,ED,Put some creamer in your coffee.,response=1,73,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=1,58,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",kev,S1UM,left,LHL,ED,Turn left.,response=1,77,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",bec,S1UM,lemonade,HLL,EI,Have a lemonade.,response=1,66,These sound so unpleasant. I mean the tone is unpleasant.
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",kev,S1UM,menu,LHL,EI,Read the menu.,response=1,65,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",chr,S1UM,calm,LHL,ED,Be calm.,response=1,67,
A12MV66U9VGLQ1,gen=1,age=5,eth=3,California,"thank you	",bec,S1UM,window,HLL,EI,Open the window.,response=1,67,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",bec,S1UM,potato,LHL,ED,Use a potato peeler,response=1,94,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",kev,S1UM,call,HLL,ED,Call your mom,response=1,91,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",zio,filler,bring,npipnq,wk,didn't manny bring anything at all,response=1,74,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",zio,S1UM,right,LHL,EI,Go right,response=1,99,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",kev,S1UM,home,LHL,EI,Stay home,response=2,57,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",kev,filler,help,npiq,str,did Maria lift a finger to help,response=1,93,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",zio,S1UM,email,HLL,EI,send her an email,response=1,97,
A2VD133723IZR8,gen=1,age=4,eth=3,Floria,"no	",kev,S1UM,dog,HLL,ED,take the dog for a walk,response=1,93,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",kev,filler,help,npipnq,str,Didn't Maria lift a finger to help?,response=2,79,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",kev,S1UM,menu,HLL,ED,Read the menu.,response=1,100,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",zio,filler,bring,pnq,wk,Didn't Manny bring something?,response=1,67,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",zio,S1UM,coffee,LHL,ED,Put some creamer in your coffee.,response=1,95,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",bec,S1UM,window,LHL,EI,Open the window,response=1,96,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",kev,S1UM,left,HLL,ED,Turn left. ,response=1,96,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",chr,S1UM,calm,HLL,EI,Be calm.,response=1,100,
AIW4PP6409ET8,gen=1,age=1,eth=3,Northeast,"	",bec,S1UM,lemonade,LHL,EI,Have a lemonade. ,response=1,38,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",kev,S1UM,left,HLL,EI,turn left,response=1,99,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",bec,S1UM,window,LHL,ED,open the window,response=1,100,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",zio,S1UM,coffee,LHL,EI,put some creamer in your coffee,response=1,100,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",kev,filler,help,npipnq,str,didn't maria lift a finger to help,response=2,80,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",zio,filler,bring,npiq,wk,didn't any bring anything at all,response=1,70,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",chr,S1UM,calm,HLL,ED,be calm,response=1,100,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",bec,S1UM,lemonade,LHL,ED,have a lemonade,response=1,100,
A2FN6RMCQ40T0N,gen=2,age=3,eth=3,oregon,"	",kev,S1UM,menu,HLL,EI,read the menu,response=1,100,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",zio,S1UM,coffee,LHL,ED,Put some creamer in your coffee,response=1,100,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",kev,S1UM,left,HLL,ED,turn left,response=1,100,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",bec,S1UM,window,LHL,EI,open the window,response=1,37,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",chr,S1UM,calm,HLL,EI,be calm,response=1,79,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",bec,S1UM,lemonade,LHL,EI,have a lemonade,response=1,49,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",kev,S1UM,menu,HLL,ED,read the menu,response=1,90,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",kev,filler,help,npipnq,str,didn't Maria lift a finger to help?,response=2,80,
A1PKCBFB4QY19G,gen=1,age=1,eth=3,midwest,"	",zio,filler,bring,pnq,wk,didn't Manny bring something?,response=1,77,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",zio,filler,bring,pnq,wk,Didn't Manny bring something?,response=1,47,None
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",zio,S1UM,coffee,LHL,ED,Put some creamer in your coffee.,response=1,45,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",chr,S1UM,calm,HLL,EI,Be calm.,response=1,42,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",kev,S1UM,menu,HLL,ED,Read the menu.,response=1,52,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",kev,filler,help,npipnq,str,Didn't Maria left a finger to help?,response=2,46,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",bec,S1UM,lemonade,LHL,EI,Have a lemonade.,response=1,45,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",bec,S1UM,window,LHL,EI,Open the window.,response=1,47,
A1CVM8I2566ILI,gen=1,age=2,eth=3,Seattle,"None	",kev,S1UM,left,HLL,ED,Turn left.,response=1,47,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",kev,S1UM,call,HLL,ED,Call your mom,response=1,78,The speaker sounds choked up.
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",zio,S1UM,email,HLL,EI,Send her an email.,response=1,74,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",bec,S1UM,potato,LHL,ED,Use a potato peeler.,response=1,38,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",kev,S1UM,home,LHL,EI,Stay home.,response=2,64,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",zio,S1UM,right,LHL,EI,Go right.,response=2,58,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",zio,filler,bring,npipnq,wk,Didn't Manny bring anything at all?,response=1,80,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",kev,S1UM,dog,HLL,ED,Take the dog for a walk.,response=1,71,
A1UI75FN841AR2,gen=2,age=1,eth=3,Salem NH,"	",kev,filler,help,npiq,str,Did Maria lift a finger to help?,response=2,69,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",bec,S1UM,lemonade,HLL,ED,Have a lemonaid,response=2,67,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",zio,filler,bring,npiq,str,Did Manny bring anything at all?,response=2,65,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=1,48,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",bec,S1UM,window,HLL,ED,Open the window.,response=1,72,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",kev,S1UM,menu,LHL,ED,can read the menu,response=2,62,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",zio,S1UM,coffee,HLL,EI,Put some creamer in your coffee.,response=1,73,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",chr,S1UM,calm,LHL,EI,Be calm,response=1,88,
A25JR4KOGZNYAK,gen=1,age=2,eth=3,West Coast,"	",kev,S1UM,left,LHL,EI,Turn left,response=1,91,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",bec,S1UM,potato,HLL,ED,Use a potato peeler.,response=1,70,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",kev,S1UM,dog,LHL,ED,Take the dog for a walk,response=1,79,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",kev,S1UM,call,LHL,EI,Call your mom,response=2,60,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",zio,filler,bring,npipnq,str,Didn't Manny bring anything at all?,response=2,83,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",zio,S1UM,email,LHL,ED,Send her an e-mail,response=2,63,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",kev,filler,help,npiq,wk,Did Maria lift a finger to help?,response=1,70,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",zio,S1UM,right,HLL,EI,Go right,response=1,76,
AA8PZKO9XGCKO,gen=1,age=1,eth=3,Illinois,"	",kev,S1UM,home,HLL,EI,Stay home,response=1,66,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,kev,S1UM,dog,HLL,EI,1,response=1,72,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,zio,S1UM,email,HLL,ED,1,response=1,81,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,kev,filler,help,pnq,str,1,response=2,30,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,zio,S1UM,right,LHL,ED,2,response=2,21,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,zio,filler,bring,npipnq,wk,1,response=1,62,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,bec,S1UM,potato,LHL,EI,1,response=1,77,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,kev,S1UM,home,LHL,ED,1,response=1,23,
A2LL6LRKU96N1O,gen=2,age=1,eth=3,Southwest,,kev,S1UM,call,HLL,EI,1,response=1,73,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,kev,filler,help,npiq,str,Can Maria lift a finger to help?,response=2,100,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,kev,S1UM,call,HLL,ED,Call your mom.,response=2,42,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,zio,S1UM,right,LHL,EI,Go right?,response=2,81,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,zio,S1UM,email,HLL,EI,Send her an email.,response=1,100,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,kev,S1UM,dog,HLL,ED,Take the dog for a walk.,response=1,100,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,kev,S1UM,home,LHL,EI,Stay at home.,response=2,100, 
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,bec,S1UM,potato,LHL,ED,Use a potato peeler.,response=1,96,
A3I9FTHSULHPYS,gen=2,age=3,eth=3,connecticut,none,zio,filler,bring,npipnq,wk,Didn't Manny bring anything at all?,response=1,100,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,chr,S1UM,calm,HLL,EI,be calm,response=1,66,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,kev,S1UM,menu,HLL,ED,read the menu,response=1,86,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,kev,S1UM,left,HLL,ED,turn left,response=2,59,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,bec,S1UM,lemonade,LHL,EI,have a lemonade,response=1,62,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,kev,filler,help,npipnq,str,didn't maria lift a finger to help,response=1,52,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,zio,filler,bring,pnq,wk,didn't manny bring something,response=1,79,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,bec,S1UM,window,LHL,EI,open the window,response=2,72,
A1L3937MY09J3I,gen=2,age=2,eth=3,Florida,,zio,S1UM,coffee,LHL,ED,put some creamer in your coffee,response=2,83,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,kev,S1UM,menu,HLL,EI,Read the menu,response=1,26,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,bec,S1UM,lemonade,LHL,ED,Have a lemonade,response=1,64,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,zio,S1UM,coffee,LHL,EI,Put some creamer in your coffee,response=1,81,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,kev,filler,help,npipnq,str,Didnt maria lift a finger to help?,response=2,72,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,zio,filler,bring,npiq,wk,Did manny bring anything at all?,response=1,71,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,bec,S1UM,window,LHL,ED,Open the window,response=1,88,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,kev,S1UM,left,HLL,EI,Turn left,response=1,81,
A2O5OJXCUFQ3FV,gen=2,age=1,eth=3,Midwest,Thank you!,chr,S1UM,calm,HLL,ED,Be calm,response=1,81,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,zio,filler,bring,npiq,str,Did manny bring anything at all,response=2,94,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,kev,S1UM,left,LHL,EI,Turn left,response=1,100,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,bec,S1UM,lemonade,HLL,ED,Have a lemonade,response=1,94,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,zio,S1UM,coffee,HLL,EI,Put some creamer in your coffee,response=1,100,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,bec,S1UM,window,HLL,ED,Open the window,response=1,100,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,kev,S1UM,menu,LHL,ED,Read the menu,response=1,100,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help,response=1,78,
A002160837SWJFPIAI7L7,gen=2,age=1,eth=1,MD,no,chr,S1UM,calm,LHL,EI,Be calm,response=1,99,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,zio,filler,bring,pnq,str,Didn't Manny bring something?,response=2,84,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,kev,S1UM,left,LHL,ED,Turn left.,response=1,97,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,kev,filler,help,npipnq,wk,Didn't Maria lift a finger to help?,response=1,90,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,chr,S1UM,calm,LHL,ED,Be calm.,response=1,100,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,kev,S1UM,menu,LHL,EI,Read the menu.,response=1,87,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,bec,S1UM,window,HLL,EI,Open the window.,response=1,93,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,zio,S1UM,coffee,HLL,ED,Put some creamer in your coffee.,response=1,81,
A10PW5BYQWX65T,gen=2,age=1,eth=3,Midwest,,bec,S1UM,lemonade,HLL,EI,Have a lemonade.,response=1,95,
A2I6ZS386UJVJE,gen=1,age=2,eth=3,TN,"	",kev,S1UM,home,LHL,EI,stay home,response=1,100,
A2I6ZS386UJVJE,gen=1,age=2,eth=3,TN,"	",kev,filler,help,npiq,str,Did Maria lift a finger to help?,response=2,100,
A2I6ZS386UJVJE,gen=1,age=2,eth=3,TN,"	",zio,filler,bring,npipnq,wk,Didn't Manny bring anything at all?,response=1,100,
A2I6ZS386UJVJE,gen=1,age=2,eth=3,TN,"	",zio,S1UM,right,LHL,EI,Go right.,response=1,100,
